id,_PolarizabilityC1,_PolarizabilityC2,_PolarizabilityC3,_SolventAccessibilityC1,_SolventAccessibilityC2,_SolventAccessibilityC3,_SecondaryStrC1,_SecondaryStrC2,_SecondaryStrC3,_ChargeC1,_ChargeC2,_ChargeC3,_PolarityC1,_PolarityC2,_PolarityC3,_NormalizedVDWVC1,_NormalizedVDWVC2,_NormalizedVDWVC3,_HydrophobicityC1,_HydrophobicityC2,_HydrophobicityC3,_PolarizabilityT12,_PolarizabilityT13,_PolarizabilityT23,_SolventAccessibilityT12,_SolventAccessibilityT13,_SolventAccessibilityT23,_SecondaryStrT12,_SecondaryStrT13,_SecondaryStrT23,_ChargeT12,_ChargeT13,_ChargeT23,_PolarityT12,_PolarityT13,_PolarityT23,_NormalizedVDWVT12,_NormalizedVDWVT13,_NormalizedVDWVT23,_HydrophobicityT12,_HydrophobicityT13,_HydrophobicityT23,_PolarizabilityD1001,_PolarizabilityD1025,_PolarizabilityD1050,_PolarizabilityD1075,_PolarizabilityD1100,_PolarizabilityD2001,_PolarizabilityD2025,_PolarizabilityD2050,_PolarizabilityD2075,_PolarizabilityD2100,_PolarizabilityD3001,_PolarizabilityD3025,_PolarizabilityD3050,_PolarizabilityD3075,_PolarizabilityD3100,_SolventAccessibilityD1001,_SolventAccessibilityD1025,_SolventAccessibilityD1050,_SolventAccessibilityD1075,_SolventAccessibilityD1100,_SolventAccessibilityD2001,_SolventAccessibilityD2025,_SolventAccessibilityD2050,_SolventAccessibilityD2075,_SolventAccessibilityD2100,_SolventAccessibilityD3001,_SolventAccessibilityD3025,_SolventAccessibilityD3050,_SolventAccessibilityD3075,_SolventAccessibilityD3100,_SecondaryStrD1001,_SecondaryStrD1025,_SecondaryStrD1050,_SecondaryStrD1075,_SecondaryStrD1100,_SecondaryStrD2001,_SecondaryStrD2025,_SecondaryStrD2050,_SecondaryStrD2075,_SecondaryStrD2100,_SecondaryStrD3001,_SecondaryStrD3025,_SecondaryStrD3050,_SecondaryStrD3075,_SecondaryStrD3100,_ChargeD1001,_ChargeD1025,_ChargeD1050,_ChargeD1075,_ChargeD1100,_ChargeD2001,_ChargeD2025,_ChargeD2050,_ChargeD2075,_ChargeD2100,_ChargeD3001,_ChargeD3025,_ChargeD3050,_ChargeD3075,_ChargeD3100,_PolarityD1001,_PolarityD1025,_PolarityD1050,_PolarityD1075,_PolarityD1100,_PolarityD2001,_PolarityD2025,_PolarityD2050,_PolarityD2075,_PolarityD2100,_PolarityD3001,_PolarityD3025,_PolarityD3050,_PolarityD3075,_PolarityD3100,_NormalizedVDWVD1001,_NormalizedVDWVD1025,_NormalizedVDWVD1050,_NormalizedVDWVD1075,_NormalizedVDWVD1100,_NormalizedVDWVD2001,_NormalizedVDWVD2025,_NormalizedVDWVD2050,_NormalizedVDWVD2075,_NormalizedVDWVD2100,_NormalizedVDWVD3001,_NormalizedVDWVD3025,_NormalizedVDWVD3050,_NormalizedVDWVD3075,_NormalizedVDWVD3100,_HydrophobicityD1001,_HydrophobicityD1025,_HydrophobicityD1050,_HydrophobicityD1075,_HydrophobicityD1100,_HydrophobicityD2001,_HydrophobicityD2025,_HydrophobicityD2050,_HydrophobicityD2075,_HydrophobicityD2100,_HydrophobicityD3001,_HydrophobicityD3025,_HydrophobicityD3050,_HydrophobicityD3075,_HydrophobicityD3100
P33012,0.083,0.167,0.167,0.083,0.083,0.25,0.083,0.083,0.25,0.083,0.167,0.167,0.083,0.167,0.167,0.167,0.083,0.167,0.083,0.167,0.167,0.091,0.0,0.091,0.091,0.0,0.0,0.091,0.0,0.0,0.091,0.0,0.091,0.091,0.0,0.091,0.091,0.091,0.0,0.091,0.0,0.091,41.667,41.667,41.667,41.667,41.667,8.333,50.0,8.333,8.333,50.0,16.667,25.0,16.667,16.667,25.0,41.667,41.667,41.667,41.667,41.667,50.0,50.0,50.0,50.0,50.0,8.333,25.0,8.333,16.667,25.0,41.667,41.667,41.667,41.667,41.667,50.0,50.0,50.0,50.0,50.0,8.333,25.0,8.333,16.667,25.0,41.667,41.667,41.667,41.667,41.667,8.333,50.0,8.333,8.333,50.0,16.667,25.0,16.667,16.667,25.0,41.667,41.667,41.667,41.667,41.667,8.333,50.0,8.333,8.333,50.0,16.667,25.0,16.667,16.667,25.0,8.333,41.667,8.333,8.333,41.667,50.0,50.0,50.0,50.0,50.0,16.667,25.0,16.667,16.667,25.0,41.667,41.667,41.667,41.667,41.667,8.333,50.0,8.333,8.333,50.0,16.667,25.0,16.667,16.667,25.0
P30125,0.083,0.167,0.083,0.083,0.083,0.167,0.083,0.083,0.167,0.083,0.167,0.083,0.083,0.167,0.083,0.167,0.083,0.083,0.083,0.167,0.083,0.091,0.0,0.091,0.091,0.0,0.0,0.091,0.0,0.0,0.091,0.0,0.091,0.091,0.0,0.091,0.091,0.091,0.0,0.091,0.0,0.091,33.333,33.333,33.333,33.333,33.333,8.333,41.667,8.333,8.333,41.667,16.667,16.667,16.667,16.667,16.667,33.333,33.333,33.333,33.333,33.333,41.667,41.667,41.667,41.667,41.667,8.333,16.667,8.333,8.333,16.667,33.333,33.333,33.333,33.333,33.333,41.667,41.667,41.667,41.667,41.667,8.333,16.667,8.333,8.333,16.667,33.333,33.333,33.333,33.333,33.333,8.333,41.667,8.333,8.333,41.667,16.667,16.667,16.667,16.667,16.667,33.333,33.333,33.333,33.333,33.333,8.333,41.667,8.333,8.333,41.667,16.667,16.667,16.667,16.667,16.667,8.333,33.333,8.333,8.333,33.333,41.667,41.667,41.667,41.667,41.667,16.667,16.667,16.667,16.667,16.667,33.333,33.333,33.333,33.333,33.333,8.333,41.667,8.333,8.333,41.667,16.667,16.667,16.667,16.667,16.667
P0AFW0,0.083,0.083,0.167,0.25,0.0,0.083,0.083,0.167,0.083,0.0,0.333,0.0,0.167,0.083,0.0,0.167,0.0,0.167,0.0,0.167,0.167,0.0,0.091,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.091,25.0,25.0,25.0,25.0,25.0,8.333,8.333,8.333,8.333,8.333,33.333,41.667,33.333,33.333,41.667,25.0,41.667,25.0,33.333,41.667,0.0,0.0,0.0,0.0,0.0,8.333,8.333,8.333,8.333,8.333,25.0,25.0,25.0,25.0,25.0,33.333,41.667,33.333,33.333,41.667,8.333,8.333,8.333,8.333,8.333,0.0,0.0,0.0,0.0,0.0,8.333,8.333,25.0,33.333,41.667,0.0,0.0,0.0,0.0,0.0,33.333,41.667,33.333,33.333,41.667,8.333,8.333,8.333,8.333,8.333,0.0,0.0,0.0,0.0,0.0,8.333,25.0,8.333,8.333,25.0,0.0,0.0,0.0,0.0,0.0,33.333,41.667,33.333,33.333,41.667,0.0,0.0,0.0,0.0,0.0,8.333,25.0,8.333,8.333,25.0,33.333,41.667,33.333,33.333,41.667
P33371,0.083,0.083,0.25,0.083,0.0,0.333,0.083,0.0,0.333,0.083,0.083,0.25,0.083,0.083,0.25,0.167,0.0,0.25,0.083,0.083,0.25,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.091,0.0,0.091,0.0,0.0,0.0,0.091,50.0,50.0,50.0,50.0,50.0,8.333,8.333,8.333,8.333,8.333,16.667,33.333,16.667,25.0,33.333,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,8.333,8.333,16.667,25.0,33.333,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,8.333,8.333,16.667,25.0,33.333,50.0,50.0,50.0,50.0,50.0,8.333,8.333,8.333,8.333,8.333,16.667,33.333,16.667,25.0,33.333,50.0,50.0,50.0,50.0,50.0,8.333,8.333,8.333,8.333,8.333,16.667,33.333,16.667,25.0,33.333,8.333,50.0,8.333,8.333,50.0,0.0,0.0,0.0,0.0,0.0,16.667,33.333,16.667,25.0,33.333,50.0,50.0,50.0,50.0,50.0,8.333,8.333,8.333,8.333,8.333,16.667,33.333,16.667,25.0,33.333
Q46897,0.0,0.083,0.0,0.0,0.083,0.0,0.083,0.0,0.0,0.0,0.083,0.0,0.0,0.083,0.0,0.0,0.083,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333,8.333,8.333,8.333,8.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333,8.333,8.333,8.333,8.333,0.0,0.0,0.0,0.0,0.0,8.333,8.333,8.333,8.333,8.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333,8.333,8.333,8.333,8.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333,8.333,8.333,8.333,8.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333,8.333,8.333,8.333,8.333,0.0,0.0,0.0,0.0,0.0,8.333,8.333,8.333,8.333,8.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P0AC88,0.083,0.167,0.0,0.167,0.0,0.083,0.083,0.083,0.083,0.0,0.25,0.0,0.083,0.083,0.0,0.167,0.0,0.0,0.0,0.167,0.083,0.091,0.0,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091,25.0,25.0,25.0,25.0,25.0,8.333,33.333,8.333,8.333,33.333,0.0,0.0,0.0,0.0,0.0,25.0,33.333,25.0,25.0,33.333,0.0,0.0,0.0,0.0,0.0,8.333,8.333,8.333,8.333,8.333,25.0,25.0,25.0,25.0,25.0,33.333,33.333,33.333,33.333,33.333,8.333,8.333,8.333,8.333,8.333,0.0,0.0,0.0,0.0,0.0,8.333,33.333,8.333,25.0,33.333,0.0,0.0,0.0,0.0,0.0,33.333,33.333,33.333,33.333,33.333,8.333,8.333,8.333,8.333,8.333,0.0,0.0,0.0,0.0,0.0,8.333,25.0,8.333,8.333,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333,25.0,8.333,8.333,25.0,33.333,33.333,33.333,33.333,33.333
P0A6C1,0.167,0.167,0.0,0.25,0.0,0.083,0.167,0.083,0.083,0.083,0.25,0.0,0.167,0.083,0.0,0.25,0.0,0.0,0.083,0.167,0.083,0.091,0.0,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.0,25.0,50.0,25.0,25.0,50.0,8.333,41.667,8.333,8.333,41.667,0.0,0.0,0.0,0.0,0.0,25.0,50.0,25.0,41.667,50.0,0.0,0.0,0.0,0.0,0.0,8.333,8.333,8.333,8.333,8.333,25.0,50.0,25.0,25.0,50.0,41.667,41.667,41.667,41.667,41.667,8.333,8.333,8.333,8.333,8.333,50.0,50.0,50.0,50.0,50.0,8.333,41.667,8.333,25.0,41.667,0.0,0.0,0.0,0.0,0.0,41.667,50.0,41.667,41.667,50.0,8.333,8.333,8.333,8.333,8.333,0.0,0.0,0.0,0.0,0.0,8.333,50.0,8.333,25.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,8.333,25.0,8.333,8.333,25.0,41.667,41.667,41.667,41.667,41.667
P31658,0.083,0.083,0.083,0.083,0.0,0.167,0.083,0.0,0.167,0.083,0.083,0.083,0.083,0.083,0.083,0.167,0.0,0.083,0.083,0.083,0.083,0.0,0.091,0.091,0.0,0.091,0.0,0.0,0.091,0.0,0.0,0.091,0.091,0.0,0.091,0.091,0.0,0.182,0.0,0.0,0.091,0.091,25.0,25.0,25.0,25.0,25.0,8.333,8.333,8.333,8.333,8.333,16.667,16.667,16.667,16.667,16.667,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,8.333,16.667,8.333,8.333,16.667,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,8.333,16.667,8.333,8.333,16.667,25.0,25.0,25.0,25.0,25.0,8.333,8.333,8.333,8.333,8.333,16.667,16.667,16.667,16.667,16.667,25.0,25.0,25.0,25.0,25.0,8.333,8.333,8.333,8.333,8.333,16.667,16.667,16.667,16.667,16.667,8.333,25.0,8.333,8.333,25.0,0.0,0.0,0.0,0.0,0.0,16.667,16.667,16.667,16.667,16.667,25.0,25.0,25.0,25.0,25.0,8.333,8.333,8.333,8.333,8.333,16.667,16.667,16.667,16.667,16.667
P0A752,0.083,0.167,0.0,0.083,0.083,0.083,0.083,0.083,0.083,0.0,0.25,0.0,0.0,0.167,0.0,0.167,0.083,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,25.0,25.0,8.333,50.0,8.333,8.333,50.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,25.0,25.0,50.0,50.0,50.0,50.0,50.0,8.333,8.333,8.333,8.333,8.333,25.0,25.0,25.0,25.0,25.0,50.0,50.0,50.0,50.0,50.0,8.333,8.333,8.333,8.333,8.333,0.0,0.0,0.0,0.0,0.0,8.333,50.0,8.333,25.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333,50.0,8.333,8.333,50.0,0.0,0.0,0.0,0.0,0.0,8.333,25.0,8.333,8.333,25.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333,50.0,8.333,25.0,50.0,0.0,0.0,0.0,0.0,0.0
P0ABF6,0.083,0.083,0.083,0.167,0.0,0.083,0.083,0.083,0.083,0.0,0.25,0.0,0.083,0.083,0.0,0.167,0.0,0.083,0.0,0.167,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,25.0,25.0,8.333,8.333,8.333,8.333,8.333,41.667,41.667,41.667,41.667,41.667,25.0,41.667,25.0,25.0,41.667,0.0,0.0,0.0,0.0,0.0,8.333,8.333,8.333,8.333,8.333,25.0,25.0,25.0,25.0,25.0,41.667,41.667,41.667,41.667,41.667,8.333,8.333,8.333,8.333,8.333,0.0,0.0,0.0,0.0,0.0,8.333,41.667,8.333,25.0,41.667,0.0,0.0,0.0,0.0,0.0,41.667,41.667,41.667,41.667,41.667,8.333,8.333,8.333,8.333,8.333,0.0,0.0,0.0,0.0,0.0,8.333,25.0,8.333,8.333,25.0,0.0,0.0,0.0,0.0,0.0,41.667,41.667,41.667,41.667,41.667,0.0,0.0,0.0,0.0,0.0,8.333,25.0,8.333,8.333,25.0,41.667,41.667,41.667,41.667,41.667
P0A6I0,0.083,0.167,0.0,0.167,0.0,0.083,0.083,0.083,0.083,0.0,0.25,0.0,0.083,0.083,0.0,0.167,0.083,0.0,0.0,0.167,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,25.0,25.0,8.333,41.667,8.333,8.333,41.667,0.0,0.0,0.0,0.0,0.0,25.0,41.667,25.0,25.0,41.667,0.0,0.0,0.0,0.0,0.0,8.333,8.333,8.333,8.333,8.333,25.0,25.0,25.0,25.0,25.0,41.667,41.667,41.667,41.667,41.667,8.333,8.333,8.333,8.333,8.333,0.0,0.0,0.0,0.0,0.0,8.333,41.667,8.333,25.0,41.667,0.0,0.0,0.0,0.0,0.0,41.667,41.667,41.667,41.667,41.667,8.333,8.333,8.333,8.333,8.333,0.0,0.0,0.0,0.0,0.0,8.333,25.0,8.333,8.333,25.0,41.667,41.667,41.667,41.667,41.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333,25.0,8.333,8.333,25.0,41.667,41.667,41.667,41.667,41.667
P0AES2,0.167,0.25,0.0,0.083,0.167,0.167,0.167,0.083,0.167,0.0,0.333,0.083,0.0,0.25,0.0,0.25,0.167,0.0,0.083,0.333,0.0,0.273,0.0,0.0,0.091,0.0,0.182,0.0,0.091,0.091,0.0,0.0,0.182,0.0,0.0,0.0,0.273,0.0,0.0,0.182,0.0,0.0,25.0,41.667,25.0,25.0,41.667,8.333,50.0,8.333,33.333,50.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,25.0,25.0,33.333,50.0,33.333,33.333,50.0,8.333,41.667,8.333,8.333,41.667,25.0,33.333,25.0,25.0,33.333,50.0,50.0,50.0,50.0,50.0,8.333,41.667,8.333,8.333,41.667,0.0,0.0,0.0,0.0,0.0,8.333,8.333,25.0,41.667,50.0,33.333,33.333,33.333,33.333,33.333,0.0,0.0,0.0,0.0,0.0,8.333,50.0,8.333,33.333,50.0,0.0,0.0,0.0,0.0,0.0,8.333,41.667,8.333,25.0,41.667,33.333,50.0,33.333,33.333,50.0,0.0,0.0,0.0,0.0,0.0,33.333,33.333,33.333,33.333,33.333,8.333,8.333,25.0,41.667,50.0,0.0,0.0,0.0,0.0,0.0
P0AGC3,0.167,0.167,0.083,0.25,0.0,0.167,0.083,0.083,0.25,0.0,0.333,0.083,0.083,0.083,0.083,0.25,0.0,0.083,0.0,0.25,0.167,0.091,0.0,0.091,0.0,0.091,0.0,0.0,0.091,0.182,0.0,0.0,0.091,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.091,25.0,33.333,25.0,25.0,33.333,8.333,41.667,8.333,8.333,41.667,50.0,50.0,50.0,50.0,50.0,25.0,41.667,25.0,33.333,41.667,0.0,0.0,0.0,0.0,0.0,8.333,50.0,8.333,8.333,50.0,25.0,25.0,25.0,25.0,25.0,41.667,41.667,41.667,41.667,41.667,8.333,50.0,8.333,33.333,50.0,0.0,0.0,0.0,0.0,0.0,8.333,8.333,25.0,33.333,41.667,50.0,50.0,50.0,50.0,50.0,41.667,41.667,41.667,41.667,41.667,8.333,8.333,8.333,8.333,8.333,50.0,50.0,50.0,50.0,50.0,8.333,33.333,8.333,25.0,33.333,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,8.333,33.333,8.333,25.0,33.333,41.667,50.0,41.667,41.667,50.0
P77213,0.083,0.167,0.083,0.083,0.083,0.167,0.083,0.083,0.167,0.083,0.167,0.083,0.083,0.167,0.083,0.167,0.083,0.083,0.083,0.167,0.083,0.091,0.091,0.0,0.091,0.091,0.0,0.091,0.091,0.0,0.091,0.091,0.0,0.091,0.091,0.0,0.091,0.091,0.0,0.091,0.091,0.0,41.667,41.667,41.667,41.667,41.667,8.333,33.333,8.333,8.333,33.333,50.0,50.0,50.0,50.0,50.0,41.667,41.667,41.667,41.667,41.667,33.333,33.333,33.333,33.333,33.333,8.333,50.0,8.333,8.333,50.0,41.667,41.667,41.667,41.667,41.667,33.333,33.333,33.333,33.333,33.333,8.333,50.0,8.333,8.333,50.0,41.667,41.667,41.667,41.667,41.667,8.333,33.333,8.333,8.333,33.333,50.0,50.0,50.0,50.0,50.0,41.667,41.667,41.667,41.667,41.667,8.333,33.333,8.333,8.333,33.333,50.0,50.0,50.0,50.0,50.0,8.333,41.667,8.333,8.333,41.667,33.333,33.333,33.333,33.333,33.333,50.0,50.0,50.0,50.0,50.0,41.667,41.667,41.667,41.667,41.667,8.333,33.333,8.333,8.333,33.333,50.0,50.0,50.0,50.0,50.0
P00894,0.0,0.083,0.0,0.0,0.0,0.083,0.0,0.0,0.083,0.0,0.083,0.0,0.0,0.083,0.0,0.083,0.0,0.0,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333,8.333,8.333,8.333,8.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333,8.333,8.333,8.333,8.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333,8.333,8.333,8.333,8.333,0.0,0.0,0.0,0.0,0.0,8.333,8.333,8.333,8.333,8.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333,8.333,8.333,8.333,8.333,0.0,0.0,0.0,0.0,0.0,8.333,8.333,8.333,8.333,8.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333,8.333,8.333,8.333,8.333,0.0,0.0,0.0,0.0,0.0
P05050,0.0,0.083,0.0,0.0,0.0,0.083,0.0,0.0,0.083,0.0,0.083,0.0,0.0,0.083,0.0,0.083,0.0,0.0,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333,8.333,8.333,8.333,8.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333,8.333,8.333,8.333,8.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333,8.333,8.333,8.333,8.333,0.0,0.0,0.0,0.0,0.0,8.333,8.333,8.333,8.333,8.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333,8.333,8.333,8.333,8.333,0.0,0.0,0.0,0.0,0.0,8.333,8.333,8.333,8.333,8.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333,8.333,8.333,8.333,8.333,0.0,0.0,0.0,0.0,0.0
P00861,0.083,0.083,0.0,0.083,0.0,0.083,0.083,0.0,0.083,0.083,0.083,0.0,0.083,0.083,0.0,0.167,0.0,0.0,0.083,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,8.333,8.333,8.333,8.333,8.333,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,8.333,8.333,8.333,8.333,8.333,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,8.333,8.333,8.333,8.333,8.333,50.0,50.0,50.0,50.0,50.0,8.333,8.333,8.333,8.333,8.333,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,8.333,8.333,8.333,8.333,8.333,0.0,0.0,0.0,0.0,0.0,8.333,50.0,8.333,8.333,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,8.333,8.333,8.333,8.333,8.333,0.0,0.0,0.0,0.0,0.0
P68767,0.0,0.083,0.0,0.0,0.0,0.083,0.0,0.0,0.083,0.0,0.083,0.0,0.0,0.083,0.0,0.083,0.0,0.0,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333,8.333,8.333,8.333,8.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333,8.333,8.333,8.333,8.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333,8.333,8.333,8.333,8.333,0.0,0.0,0.0,0.0,0.0,8.333,8.333,8.333,8.333,8.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333,8.333,8.333,8.333,8.333,0.0,0.0,0.0,0.0,0.0,8.333,8.333,8.333,8.333,8.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333,8.333,8.333,8.333,8.333,0.0,0.0,0.0,0.0,0.0
P19636,0.083,0.083,0.083,0.083,0.0,0.167,0.083,0.0,0.167,0.083,0.083,0.083,0.083,0.083,0.083,0.167,0.0,0.083,0.083,0.083,0.083,0.091,0.0,0.0,0.0,0.091,0.0,0.0,0.091,0.0,0.091,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.091,0.0,0.0,16.667,16.667,16.667,16.667,16.667,8.333,8.333,8.333,8.333,8.333,41.667,41.667,41.667,41.667,41.667,16.667,16.667,16.667,16.667,16.667,0.0,0.0,0.0,0.0,0.0,8.333,41.667,8.333,8.333,41.667,16.667,16.667,16.667,16.667,16.667,0.0,0.0,0.0,0.0,0.0,8.333,41.667,8.333,8.333,41.667,16.667,16.667,16.667,16.667,16.667,8.333,8.333,8.333,8.333,8.333,41.667,41.667,41.667,41.667,41.667,16.667,16.667,16.667,16.667,16.667,8.333,8.333,8.333,8.333,8.333,41.667,41.667,41.667,41.667,41.667,8.333,16.667,8.333,8.333,16.667,0.0,0.0,0.0,0.0,0.0,41.667,41.667,41.667,41.667,41.667,16.667,16.667,16.667,16.667,16.667,8.333,8.333,8.333,8.333,8.333,41.667,41.667,41.667,41.667,41.667
Q93K97,0.0,0.083,0.167,0.0,0.167,0.083,0.167,0.0,0.083,0.083,0.083,0.083,0.0,0.083,0.167,0.0,0.083,0.167,0.167,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.091,0.0,0.091,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.0,8.333,8.333,8.333,8.333,8.333,25.0,33.333,25.0,25.0,33.333,0.0,0.0,0.0,0.0,0.0,8.333,33.333,8.333,8.333,33.333,25.0,25.0,25.0,25.0,25.0,8.333,33.333,8.333,8.333,33.333,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,25.0,25.0,33.333,33.333,33.333,33.333,33.333,8.333,8.333,8.333,8.333,8.333,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,8.333,8.333,8.333,8.333,8.333,25.0,33.333,25.0,25.0,33.333,0.0,0.0,0.0,0.0,0.0,8.333,8.333,8.333,8.333,8.333,25.0,33.333,25.0,25.0,33.333,8.333,33.333,8.333,8.333,33.333,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,25.0,25.0
